                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                 1.9412,                0.88117,                 0.8155,                0.78994,                0.39604,                0.55954,                0.20958,                 1.8287,                0.94046,                0.78424,              0.0004754,              0.0004754,              0.0004754
                    156,                 2.0077,                0.88598,                0.82677,                0.80345,                0.44521,                0.57727,                0.24283,                 2.1236,                  0.958,                0.78596,              0.0004655,              0.0004655,              0.0004655
                    157,                 1.8684,                 0.8589,                0.82419,                0.78292,                0.44554,                0.57517,                0.25853,                  1.945,                  0.965,                0.78866,              0.0004556,              0.0004556,              0.0004556
                    158,                 1.8679,                 0.8121,                0.83194,                 0.7406,                0.42574,                0.52687,                0.22378,                 2.1538,                 1.0423,                0.79254,              0.0004457,              0.0004457,              0.0004457
                    159,                 1.8833,                0.83775,                0.80652,                0.60962,                0.44842,                0.50364,                0.22644,                 1.8932,                0.87433,                 0.7857,              0.0004358,              0.0004358,              0.0004358
                    160,                 1.9209,                0.81443,                0.83505,                0.51341,                0.42833,                0.45851,                0.18961,                 1.9219,                 0.9759,                0.78418,              0.0004259,              0.0004259,              0.0004259
                    161,                 1.8955,                 0.8354,                0.81516,                0.72541,                0.44554,                0.51684,                0.21931,                 1.8865,                 1.0419,                0.78254,               0.000416,               0.000416,               0.000416
                    162,                 1.8769,                0.82504,                0.82548,                0.65671,                0.48515,                0.51759,                0.22373,                 1.9351,                 1.0915,                0.78545,              0.0004061,              0.0004061,              0.0004061
                    163,                 1.8781,                0.83744,                0.82933,                0.72361,                0.44071,                0.54397,                0.23514,                 1.9449,                0.96841,                 0.7853,              0.0003962,              0.0003962,              0.0003962
                    164,                 1.8481,                0.81234,                0.82897,                0.68564,                0.43193,                0.52874,                 0.2287,                 1.8839,                0.92388,                0.78678,              0.0003863,              0.0003863,              0.0003863
                    165,                 1.9093,                0.75692,                0.83317,                0.68795,                0.38614,                0.49907,                0.22255,                 1.7949,                0.99305,                0.78411,              0.0003764,              0.0003764,              0.0003764
                    166,                 1.9269,                0.91052,                0.83504,                0.56294,                0.39604,                 0.4934,                0.20878,                 1.8591,                 1.0452,                0.78504,              0.0003665,              0.0003665,              0.0003665
                    167,                  1.929,                0.85722,                0.82173,                0.69917,                0.48326,                0.58107,                0.25566,                 1.9124,                0.97487,                0.78175,              0.0003566,              0.0003566,              0.0003566
                    168,                 1.8858,                0.88668,                0.82693,                 0.6739,                0.51485,                0.57446,                0.24501,                 1.8393,                0.93574,                0.77682,              0.0003467,              0.0003467,              0.0003467
                    169,                 1.9034,                 0.8291,                0.82511,                 0.6808,                 0.4857,                0.58325,                0.24471,                 1.8149,                0.93599,                0.78053,              0.0003368,              0.0003368,              0.0003368
                    170,                 1.8999,                0.86256,                0.83089,                0.65931,                0.47905,                0.57552,                0.25187,                 1.8864,                 0.9249,                0.78146,              0.0003269,              0.0003269,              0.0003269
                    171,                 1.7683,                0.77884,                0.80652,                0.65591,                0.45545,                0.53886,                0.24059,                 1.8715,                0.94558,                0.78275,               0.000317,               0.000317,               0.000317
                    172,                  1.781,                0.76832,                0.80783,                0.65022,                0.45545,                0.52907,                0.22134,                 1.9523,                0.93377,                0.78359,              0.0003071,              0.0003071,              0.0003071
                    173,                 1.8988,                0.86991,                0.81877,                0.65589,                0.50495,                0.55588,                0.23158,                 1.9369,                0.90824,                0.78111,              0.0002972,              0.0002972,              0.0002972
                    174,                 1.8033,                0.77516,                0.81721,                0.61595,                0.42878,                0.49071,                0.19669,                  2.025,                0.97927,                0.78572,              0.0002873,              0.0002873,              0.0002873
                    175,                 1.8102,                0.82642,                0.81035,                0.77978,                0.45545,                0.57768,                0.24683,                 1.9028,                0.87159,                0.78659,              0.0002774,              0.0002774,              0.0002774
                    176,                  1.837,                0.81545,                0.81644,                0.82945,                0.41584,                0.56475,                0.25255,                 1.8816,                0.89502,                0.78608,              0.0002675,              0.0002675,              0.0002675
                    177,                 1.8152,                0.79702,                 0.8153,                 0.7199,                0.43564,                0.54251,                0.23622,                  1.944,                0.89662,                 0.7839,              0.0002576,              0.0002576,              0.0002576
                    178,                 1.7855,                0.75964,                0.80473,                0.79636,                0.39604,                0.53658,                0.22272,                 1.9918,                0.94759,                0.78078,              0.0002477,              0.0002477,              0.0002477
                    179,                 1.8343,                0.78101,                0.82066,                0.74602,                0.43626,                0.58249,                0.25124,                 2.0034,                0.91995,                0.78351,              0.0002378,              0.0002378,              0.0002378
                    180,                 1.7903,                0.73842,                0.82185,                0.71245,                 0.4416,                0.55193,                0.23761,                 2.1197,                0.88081,                 0.7871,              0.0002279,              0.0002279,              0.0002279
                    181,                 1.7927,                0.79074,                0.82316,                 0.7073,                 0.4307,                0.54934,                0.25927,                 1.8821,                0.87151,                0.78613,               0.000218,               0.000218,               0.000218
                    182,                 1.8552,                0.73959,                0.81623,                0.62557,                0.40594,                0.50494,                 0.2278,                 2.0076,                0.92274,                0.78993,              0.0002081,              0.0002081,              0.0002081
                    183,                  1.766,                0.71524,                0.82626,                0.77279,                0.44554,                0.56489,                0.25414,                 1.8465,                 0.8518,                0.78339,              0.0001982,              0.0001982,              0.0001982
                    184,                 1.8061,                0.79677,                0.82757,                0.67248,                0.42693,                0.51613,                0.23122,                  1.953,                0.91074,                0.78026,              0.0001883,              0.0001883,              0.0001883
                    185,                 1.7654,                0.75479,                0.81565,                0.74118,                0.36863,                0.50988,                0.22565,                 1.9259,                 1.0282,                0.78054,              0.0001784,              0.0001784,              0.0001784
